confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,orth,name,pk,valueset_pk,word_pk
,StandardOrth,,,17-450-190-1,{},,need,nid ,64961,49787,59343
,StandardOrth,,,17-450-190-3,{},,necessity,nəˈsɛsəti ,64962,49787,59087
,StandardOrth,,,17-460-190-1,{},,easy,ˈizi ,64963,49788,58341
,StandardOrth,,,17-470-190-1,{},,difficult,ˈdɪfəkəlt ,64964,49789,59426
,StandardOrth,,,17-480-190-1,{},,try,traɪ ,64965,49790,59187
,StandardOrth,,,17-480-190-3,{},,attempt,əˈtɛmpt ,64966,49790,58141
,StandardOrth,,,17-490-190-1,{},,way,weɪ ,64967,49791,58399
,StandardOrth,,,17-490-190-3,{},,manner,ˈmænər ,64968,49791,58222
,StandardOrth,,,17-510-190-1,{},,and,ænd ,64969,49792,58607
,StandardOrth,,,17-520-190-1,{},,because,bɪˈkɔz ,64970,49793,59466
,StandardOrth,,,17-530-190-1,{},,if,ɪf ,64971,49794,58313
,StandardOrth,,,17-540-190-1,{},,or,ɔr ,64972,49795,58786
,StandardOrth,,,17-550-190-1,{},,yes,jɛs ,64973,49796,58335
,StandardOrth,,,17-550-190-3,{},,affirmative,əˈfɜrmətɪv ,64974,49796,58987
,StandardOrth,,,17-560-190-1,{},,no,noʊ ,64975,49797,58422
,StandardOrth,,,17-560-190-3,{},,negative,ˈnɛgətɪv ,64976,49797,58096
,StandardOrth,,,17-610-190-1,{},,how?,haʊ? ,64977,49798,59080
,StandardOrth,,,17-620-190-1,{},,how many?,haʊ ˈmɛni? ,64978,49799,58512
,StandardOrth,,,17-630-190-1,{},,how much?,haʊ mʌʧ? ,64979,49800,59177
,StandardOrth,,,17-640-190-1,{},,what?,wʌt? ,64980,49801,58406
,StandardOrth,,,17-650-190-1,{},,when?,wɛn? ,64981,49802,58853
,StandardOrth,,,17-660-190-1,{},,where?,wɛr? ,64982,49803,59076
,StandardOrth,,,17-670-190-1,{},,which?,wɪʧ? ,64983,49804,58326
,StandardOrth,,,17-680-190-1,{},,who?,hu? ,64984,49805,59065
,StandardOrth,,,17-690-190-1,{},,why?,waɪ? ,64985,49806,58395
,StandardOrth,,,18-110-190-1,{},,voice,vɔɪs ,64986,49807,58304
,StandardOrth,,,18-120-190-1,{},,sing,sɪŋ ,64987,49808,59207
,StandardOrth,,,18-130-190-1,{},,shout,ʃaʊt ,64988,49809,58339
,StandardOrth,,,18-130-190-3,{},,cry out,kraɪ aʊt ,64989,49809,59347
,StandardOrth,,,18-150-190-1,{},,whisper,ˈwɪspər ,64990,49810,59509
,StandardOrth,,,18-160-190-1,{},,mumble,ˈmʌmbəl ,64991,49811,59049
,StandardOrth,,,18-170-190-1,{},,whistle,ˈwɪsəl ,64992,49812,59022
,StandardOrth,,,18-180-190-1,{},,shriek,ʃrik ,64993,49813,58080
,StandardOrth,,,18-180-190-3,{},,screech,skriʧ ,64994,49813,59209
,StandardOrth,,,18-190-190-1,{},,howl,haʊl ,64995,49814,59095
,StandardOrth,,,18-210-190-1,{},,speak,spik ,64996,49815,58285
,StandardOrth,,,18-210-190-3,{},,talk,tɔk ,64997,49815,58527
,StandardOrth,,,18-211-190-1,{},,stutter,ˈstʌtər ,64998,49816,58428
,StandardOrth,,,18-211-190-3,{},,stammer,ˈstæmər ,64999,49816,58603
,StandardOrth,,,18-220-190-1,{},,say,seɪ ,65000,49817,58611
,StandardOrth,,,18-221-190-1,{},,tell story,tɛl ˈstɔri ,65001,49818,59299
,StandardOrth,,,18-222-190-1,{},,speech,spiʧ ,65002,49819,58714
,StandardOrth,,,18-230-190-1,{},,silent,ˈsaɪlənt ,65003,49820,58591
,StandardOrth,,,18-240-190-1,{},,language,ˈlæŋgwəʤ ,65004,49821,58570
,StandardOrth,,,18-260-190-1,{},,word,wɜrd ,65005,49822,58449
,StandardOrth,,,18-280-190-1,{},,name,neɪm ,65006,49823,58547
,StandardOrth,,,18-310-190-1,{},,ask question,æsk ˈkwɛsʧən ,65007,49824,58266
,StandardOrth,,,18-310-190-3,{},,inquire,ɪnˈkwaɪr ,65008,49824,58711
,StandardOrth,,,18-320-190-1,{},,answer,ˈænsər ,65009,49825,58132
,StandardOrth,,,18-330-190-1,{},,admit,ədˈmɪt ,65010,49826,59401
,StandardOrth,,,18-330-190-3,{},,confess,kənˈfɛs ,65011,49826,59300
,StandardOrth,,,18-340-190-1,{},,deny,dɪˈnaɪ ,65012,49827,59355
,StandardOrth,,,18-350-190-1,{},,ask,æsk ,65013,49828,58956
,StandardOrth,,,18-350-190-3,{},,request,rɪˈkwɛst ,65014,49828,59358
,StandardOrth,,,18-360-190-1,{},,promise,ˈprɑməs ,65015,49829,59491
,StandardOrth,,,18-370-190-1,{},,refuse,rɪˈfjuz ,65016,49830,58910
,StandardOrth,,,18-380-190-1,{},,forbid,fərˈbɪd ,65017,49831,59215
,StandardOrth,,,18-390-190-1,{},,rebuke,rɪˈbjuk ,65018,49832,59364
,StandardOrth,,,18-390-190-3,{},,scold,skoʊld ,65019,49832,58044
,StandardOrth,,,18-410-190-1,{},,call,kɔl ,65020,49833,58400
,StandardOrth,,,18-410-190-3,{},,summon,ˈsʌmən ,65021,49833,59383
,StandardOrth,,,18-420-190-1,{},,call by name,kɔl baɪ neɪm ,65022,49834,58675
,StandardOrth,,,18-430-190-1,{},,announce,əˈnaʊns ,65023,49835,58250
,StandardOrth,,,18-440-190-1,{},,threaten,ˈθrɛtən ,65024,49836,59057
,StandardOrth,,,18-450-190-1,{},,boast,boʊst ,65025,49837,58742
,StandardOrth,,,18-510-190-1,{},,write,raɪt ,65026,49838,58507
,StandardOrth,,,18-520-190-1,{},,read,rid ,65027,49839,58743
,StandardOrth,,,18-560-190-1,{},,paper,ˈpeɪpər ,65028,49840,58921
,StandardOrth,,,18-570-190-1,{},,pen,pɛn ,65029,49841,59122
,StandardOrth,,,18-610-190-1,{},,book,bʊk ,65030,49842,59517
,StandardOrth,,,18-670-190-1,{},,poet,ˈpoʊət ,65031,49843,59411
,StandardOrth,,,18-710-190-1,{},,flute,flut ,65032,49844,58996
,StandardOrth,,,18-720-190-1,{},,drum,drʌm ,65033,49845,59398
,StandardOrth,,,18-730-190-1,{},,horn,hɔrn ,65034,49846,58065
,StandardOrth,,,18-730-190-3,{},,trumpet,ˈtrʌmpət ,65035,49846,59248
,StandardOrth,,,18-740-190-1,{},,rattle,ˈrætəl ,65036,49847,58216
,StandardOrth,,,19-110-190-1,{},,country,ˈkʌntri ,65037,49848,58283
,StandardOrth,,,19-120-190-1,{},,one's native country,wʌnz ˈneɪtɪv ˈkʌntri ,65038,49849,58433
,StandardOrth,,,19-150-190-1,{},,city,ˈsɪti ,65039,49850,58589
,StandardOrth,,,19-150-190-3,{},,town,taʊn ,65040,49850,58877
,StandardOrth,,,19-160-190-1,{},,village,ˈvɪləʤ ,65041,49851,59048
,StandardOrth,,,19-170-190-1,{},,boundary,ˈbaʊndəri ,65042,49852,59391
,StandardOrth,,,19-210-190-1,{},,people,ˈpipəl ,65043,49853,58360
,StandardOrth,,,19-210-190-3,{},,populace,ˈpɑpjələs ,65044,49853,59298
,StandardOrth,,,19-230-190-1,{},,tribe,traɪb ,65045,49854,58788
,StandardOrth,,,19-230-190-3,{},,clan,klæn ,65046,49854,58752
,StandardOrth,,,19-240-190-1,{},,chief,ʧif ,65047,49855,59270
,StandardOrth,,,19-240-190-3,{},,chieftain,ˈʧiftən ,65048,49855,58858
,StandardOrth,,,19-250-190-1,{},,staff,stæf ,65049,49856,59366
,StandardOrth,,,19-250-190-3,{},,walking stick,ˈwɔkɪŋ stɪk ,65050,49856,59329
,StandardOrth,,,19-310-190-1,{},,rule,rul ,65051,49857,59529
,StandardOrth,,,19-310-190-3,{},,govern,ˈgʌvərn ,65052,49857,58054
,StandardOrth,,,19-320-190-1,{},,king,kɪŋ ,65053,49858,58980
,StandardOrth,,,19-320-190-3,{},,ruler,ˈrulər ,65054,49858,58744
,StandardOrth,,,19-330-190-1,{},,queen,kwin ,65055,49859,58243
,StandardOrth,,,19-360-190-1,{},,noble,ˈnoʊbəl ,65056,49860,58717
,StandardOrth,,,19-360-190-3,{},,nobleman,ˈnoʊbəlmən ,65057,49860,58369
,StandardOrth,,,19-370-190-1,{},,citizen,ˈsɪtəzən ,65058,49861,59061
,StandardOrth,,,19-370-190-3,{},,subject,ˈsʌbʤɪkt ,65059,49861,58269
,StandardOrth,,,19-410-190-1,{},,master,ˈmæstər ,65060,49862,58198
,StandardOrth,,,19-420-190-1,{},,slave,sleɪv ,65061,49863,59428
,StandardOrth,,,19-430-190-1,{},,servant,ˈsɜrvənt ,65062,49864,58549
,StandardOrth,,,19-440-190-1,{},,freeman,ˈfrimən ,65063,49865,59283
,StandardOrth,,,19-450-190-1,{},,command,kəˈmænd ,65064,49866,59438
,StandardOrth,,,19-450-190-3,{},,order,ˈɔrdər ,65065,49866,58467
,StandardOrth,,,19-460-190-1,{},,obey,oʊˈbeɪ ,65066,49867,59479
,StandardOrth,,,19-470-190-1,{},,let,lɛt ,65067,49868,59205
,StandardOrth,,,19-470-190-3,{},,permit,ˈpɜrˌmɪt ,65068,49868,58086
,StandardOrth,,,19-510-190-1,{},,friend,frɛnd ,65069,49869,58596
,StandardOrth,,,19-510-190-3,{},,companion,kəmˈpænjən ,65070,49869,58723
,StandardOrth,,,19-520-190-1,{},,enemy,ˈɛnəmi ,65071,49870,59026
,StandardOrth,,,19-540-190-1,{},,neighbor,ˈneɪbər ,65072,49871,58784
,StandardOrth,,,19-550-190-1,{},,stranger,ˈstreɪnʤər ,65073,49872,58754
,StandardOrth,,,19-560-190-1,{},,guest,gɛst ,65074,49873,58970
,StandardOrth,,,19-570-190-1,{},,host,hoʊst ,65075,49874,59480
,StandardOrth,,,19-580-190-1,{},,help,hɛlp ,65076,49875,58917
,StandardOrth,,,19-580-190-3,{},,aid,eɪd ,65077,49875,58303
,StandardOrth,,,19-590-190-1,{},,hinder,ˈhɪndər ,65078,49876,59476
,StandardOrth,,,19-590-190-3,{},,prevent,prɪˈvɛnt ,65079,49876,58457
,StandardOrth,,,19-610-190-1,{},,custom,ˈkʌstəm ,65080,49877,59136
,StandardOrth,,,19-620-190-1,{},,strife,straɪf ,65081,49878,59107
,StandardOrth,,,19-620-190-3,{},,quarrel,ˈkwɔrəl ,65082,49878,58123
,StandardOrth,,,19-630-190-1,{},,conspiracy,kənˈspɪrəsi ,65083,49879,58612
,StandardOrth,,,19-630-190-3,{},,plot,plɑt ,65084,49879,58091
,StandardOrth,,,19-650-190-1,{},,meet,mit ,65085,49880,59240
,StandardOrth,,,19-720-190-1,{},,prostitute,ˈprɑstəˌtut ,65086,49881,58234
,StandardOrth,,,20-110-190-1,{},,fight,faɪt ,65087,49882,58398
,StandardOrth,,,20-130-190-1,{},,war,wɔr ,65088,49883,58401
,StandardOrth,,,20-130-190-3,{},,battle,ˈbætəl ,65089,49883,58441
,StandardOrth,,,20-140-190-1,{},,peace,pis ,65090,49884,59155
,StandardOrth,,,20-150-190-1,{},,army,ˈɑrmi ,65091,49885,58094
,StandardOrth,,,20-170-190-1,{},,soldier,ˈsoʊlʤər ,65092,49886,58857
,StandardOrth,,,20-210-190-1,{},,weapons,ˈwɛpənz ,65093,49887,58673
,StandardOrth,,,20-210-190-3,{},,arms,ɑrmz ,65094,49887,58108
,StandardOrth,,,20-220-190-1,{},,club,klʌb ,65095,49888,58488
,StandardOrth,,,20-222-190-1,{},,battle-ax,ˈbætəl-æks ,65096,49889,59173
,StandardOrth,,,20-230-190-1,{},,sling,slɪŋ ,65097,49890,58427
,StandardOrth,,,20-240-190-1,{},,bow,baʊ ,65098,49891,58479
,StandardOrth,,,20-250-190-1,{},,arrow,ˈæroʊ ,65099,49892,58774
,StandardOrth,,,20-260-190-1,{},,spear,spɪr ,65100,49893,58284
,StandardOrth,,,20-270-190-1,{},,sword,sɔrd ,65101,49894,58509
,StandardOrth,,,20-280-190-1,{},,gun,gʌn ,65102,49895,58945
,StandardOrth,,,20-280-190-3,{},,cannon,ˈkænən ,65103,49895,58657
,StandardOrth,,,20-310-190-1,{},,armor,ˈɑrmər ,65104,49896,59530
,StandardOrth,,,20-330-190-1,{},,helmet,ˈhɛlmət ,65105,49897,58710
,StandardOrth,,,20-340-190-1,{},,shield,ʃild ,65106,49898,58528
,StandardOrth,,,20-350-190-1,{},,fortress,ˈfɔrtrəs ,65107,49899,58122
,StandardOrth,,,20-360-190-1,{},,tower,ˈtaʊər ,65108,49900,58761
,StandardOrth,,,20-410-190-1,{},,victory,ˈvɪktəri ,65109,49901,58772
,StandardOrth,,,20-420-190-1,{},,defeat,dɪˈfit ,65110,49902,59084
,StandardOrth,,,20-430-190-1,{},,attack,əˈtæk ,65111,49903,59318
,StandardOrth,,,20-440-190-1,{},,defend,dɪˈfɛnd ,65112,49904,59533
,StandardOrth,,,20-450-190-1,{},,retreat,riˈtrit ,65113,49905,58350
,StandardOrth,,,20-460-190-1,{},,surrender,səˈrɛndər ,65114,49906,58410
,StandardOrth,,,20-470-190-1,{},,captive,ˈkæptɪv ,65115,49907,58412
,StandardOrth,,,20-470-190-3,{},,prisoner,ˈprɪzənər ,65116,49907,59354
,StandardOrth,,,20-471-190-1,{},,guard,gɑrd ,65117,49908,59489
,StandardOrth,,,20-471-190-3,{},,sentinel,ˈsɛntənəl ,65118,49908,58766
,StandardOrth,,,20-480-190-1,{},,booty,ˈbuti ,65119,49909,59189
,StandardOrth,,,20-480-190-3,{},,spoils,spɔɪlz ,65120,49909,58604
,StandardOrth,,,20-490-190-1,{},,ambush,ˈæmˌbʊʃ ,65121,49910,59129
,StandardOrth,,,20-510-190-1,{},,fisherman,ˈfɪʃərˌmæn ,65122,49911,58551
,StandardOrth,,,20-520-190-1,{},,fishhook,fishhook ,65123,49912,59409
,StandardOrth,,,20-530-190-1,{},,fishing line,ˈfɪʃɪŋ laɪn ,65124,49913,59223
,StandardOrth,,,20-540-190-1,{},,fishnet,fishnet ,65125,49914,59176
,StandardOrth,,,20-550-190-1,{},,fish trap,fɪʃ træp ,65126,49915,58205
,StandardOrth,,,20-560-190-1,{},,bait,beɪt ,65127,49916,58241
,StandardOrth,,,20-610-190-1,{},,hunt,hʌnt ,65128,49917,58353
,StandardOrth,,,20-620-190-1,{},,shoot,ʃut ,65129,49918,58112
,StandardOrth,,,20-630-190-1,{},,miss target,mɪs ˈtɑrgət ,65130,49919,59101
,StandardOrth,,,20-640-190-1,{},,trap,træp ,65131,49920,59294
,StandardOrth,,,20-650-190-1,{},,trap,træp ,65132,49921,59294
,StandardOrth,,,21-110-190-1,{},,law,lɔ ,65133,49922,58138
,StandardOrth,,,21-150-190-1,{},,court,kɔrt ,65134,49923,58901
,StandardOrth,,,21-160-190-1,{},,judge,ʤʌʤ ,65135,49924,58348
,StandardOrth,,,21-170-190-1,{},,judgment,ˈʤʌʤmənt ,65136,49925,59433
,StandardOrth,,,21-180-190-1,{},,judge,ʤʌʤ ,65137,49926,58348
,StandardOrth,,,21-210-190-1,{},,plaintiff,ˈpleɪntəf ,65138,49927,58659
,StandardOrth,,,21-220-190-1,{},,defendant,dɪˈfɛndənt ,65139,49928,59146
,StandardOrth,,,21-230-190-1,{},,witness,ˈwɪtnəs ,65140,49929,59297
,StandardOrth,,,21-240-190-1,{},,swear,swɛr ,65141,49930,59483
,StandardOrth,,,21-250-190-1,{},,oath,oʊθ ,65142,49931,58606
,StandardOrth,,,21-310-190-1,{},,accuse,əˈkjuz ,65143,49932,59181
,StandardOrth,,,21-320-190-1,{},,condemn,kənˈdɛm ,65144,49933,58900
,StandardOrth,,,21-330-190-1,{},,convict,ˈkɑnvɪkt ,65145,49934,58447
,StandardOrth,,,21-340-190-1,{},,acquit,əˈkwɪt ,65146,49935,58245
,StandardOrth,,,21-350-190-1,{},,guilty,ˈgɪlti ,65147,49936,58478
,StandardOrth,,,21-360-190-1,{},,innocent,ˈɪnəsənt ,65148,49937,58292
,StandardOrth,,,21-370-190-1,{},,penalty,ˈpɛnəlti ,65149,49938,59017
,StandardOrth,,,21-370-190-3,{},,punishment,ˈpʌnɪʃmənt ,65150,49938,58087
,StandardOrth,,,21-380-190-1,{},,fine,faɪn ,65151,49939,59013
,StandardOrth,,,21-390-190-1,{},,prison,ˈprɪzən ,65152,49940,58342
,StandardOrth,,,21-390-190-3,{},,jail,ʤeɪl ,65153,49940,58523
,StandardOrth,,,21-420-190-1,{},,murder,ˈmɜrdər ,65154,49941,58203
,StandardOrth,,,21-430-190-1,{},,adultery,əˈdʌltəri ,65155,49942,59422
,StandardOrth,,,21-440-190-1,{},,rape,reɪp ,65156,49943,59249
,StandardOrth,,,21-460-190-1,{},,arson,ˈɑrsən ,65157,49944,59001
,StandardOrth,,,21-470-190-1,{},,perjury,ˈpɜrʤəri ,65158,49945,59262
,StandardOrth,,,21-510-190-1,{},,steal,stil ,65159,49946,58262
,StandardOrth,,,21-520-190-1,{},,thief,θif ,65160,49947,59468
,StandardOrth,,,22-110-190-1,{},,religion,rɪˈlɪʤən ,65161,49948,59121
,StandardOrth,,,22-120-190-1,{},,God,gɑd ,65162,49949,58986
,StandardOrth,,,22-130-190-1,{},,temple,ˈtɛmpəl ,65163,49950,59123
,StandardOrth,,,22-130-190-3,{},,church,ʧɜrʧ ,65164,49950,59467
,StandardOrth,,,22-140-190-1,{},,altar,ˈɔltər ,65165,49951,58489
,StandardOrth,,,22-150-190-1,{},,sacrifice,ˈsækrəˌfaɪs ,65166,49952,59304
,StandardOrth,,,22-150-190-3,{},,offering,ˈɔfərɪŋ ,65167,49952,58405
,StandardOrth,,,22-160-190-1,{},,worship,ˈwɜrʃəp ,65168,49953,58534
,StandardOrth,,,22-170-190-1,{},,pray,preɪ ,65169,49954,58924
,StandardOrth,,,22-180-190-1,{},,priest,prist ,65170,49955,58565
,StandardOrth,,,22-190-190-1,{},,holy,ˈhoʊli ,65171,49956,58103
,StandardOrth,,,22-190-190-3,{},,sacred,ˈseɪkrəd ,65172,49956,58904
,StandardOrth,,,22-220-190-1,{},,preach,priʧ ,65173,49957,58574
,StandardOrth,,,22-230-190-1,{},,bless,blɛs ,65174,49958,58933
,StandardOrth,,,22-240-190-1,{},,curse,kɜrs ,65175,49959,58464
,StandardOrth,,,22-260-190-1,{},,fast,fæst ,65176,49960,59135
,StandardOrth,,,22-310-190-1,{},,heaven,ˈhɛvən ,65177,49961,58837
,StandardOrth,,,22-320-190-1,{},,hell,hɛl ,65178,49962,58923
,StandardOrth,,,22-350-190-1,{},,demon,ˈdimən ,65179,49963,59075
,StandardOrth,,,22-350-190-3,{},,evil spirit,ˈivəl ˈspɪrət ,65180,49963,58184
,StandardOrth,,,22-370-190-1,{},,idol,ˈaɪdəl ,65181,49964,58290
,StandardOrth,,,22-420-190-1,{},,magic,ˈmæʤɪk ,65182,49965,59184
,StandardOrth,,,22-420-190-3,{},,witchcraft,ˈwɪʧˌkræft ,65183,49965,58764
,StandardOrth,,,22-420-190-5,{},,sorcery,ˈsɔrsəri ,65184,49965,58553
,StandardOrth,,,22-430-190-1,{},,sorcerer,ˈsɔrsərər ,65185,49966,59158
,StandardOrth,,,22-430-190-3,{},,witch,wɪʧ ,65186,49966,58471
,StandardOrth,,,22-440-190-1,{},,fairy,ˈfɛri ,65187,49967,58936
,StandardOrth,,,22-440-190-3,{},,elf,ɛlf ,65188,49967,58337
,StandardOrth,,,22-450-190-1,{},,ghost,goʊst ,65189,49968,59527
,StandardOrth,,,22-450-190-3,{},,phantom,ˈfæntəm ,65190,49968,59152
,StandardOrth,,,22-470-190-1,{},,omen,ˈoʊmən ,65191,49969,58396
,StandardOrth,,,22-470-190-3,{},,portent,ˈpɔrtɛnt,65192,49969,59389
